Continent,0,1,2,3,4,5,6,7,age,gender,accuracy,source,elapsed
Africa,0.187687320641,0.169339226329,0.130609751918,0.163929448646,0.143843056624,0.0932486486583,0.150914069532,0.143814550672,33.4243614931,1.55206286837,88.6483300589,1.9489194499,2750.91552063
Asia,0.186453448926,0.15060091677,0.167522206522,0.139962016134,0.153061271574,0.116323467881,0.119313343638,0.164886547307,25.5206553704,1.58605237362,87.6437473743,2.88867105447,2435.71642627
Europe,0.158730679875,0.168830835733,0.137376761687,0.210388109337,0.117607332844,0.112436425174,0.150497515609,0.130643740867,30.4178121095,1.53140974668,87.2183346586,2.47631489265,1814.11030331
North America,0.169904541479,0.186083981057,0.128573760687,0.196374211547,0.119004917692,0.110920150633,0.160958864355,0.117236155404,87345.1818736,1.63482963324,91477.6363747,2.95718467919,2570.50309018
Oceania,0.15609052711,0.185540701678,0.137628952095,0.196750324336,0.116875799252,0.118780419432,0.165366555267,0.11517100775,35.8470995006,1.64733000384,88.2935074914,3.1644256627,2326.37456781
South America,0.15156351515,0.188502706664,0.12366502174,0.171909439776,0.122771318678,0.0961279869976,0.151278541052,0.181116186079,23.1577777778,1.48,90.6066666667,2.89111111111,1588.68444444
none,0.177445816946,0.157622870076,0.130832423194,0.202389705478,0.144782321536,0.0911495914674,0.157407778811,0.129249916618,29.0285714286,1.4,89.7428571429,2.62857142857,1131.91428571
